date of status	status	кол-во листов	#	ОФ	НФ	/	Место хранения		Код СС	Наименование документа	полнота	подлин.	способ воспроизв.	дата документа	примечания	дата сост. Архива	Автор: не Котс А.Ф.
1/31/2016	scanned	1 л.	9	10141		84	9	of-10141-84	1.1	"Из цикла лекций для педагогов ""Эволюционнное учение и дарвинизм"" . Лекция V : ""Теория искуственного подбора"". Текст лекции."	неполная	копия	машинопись	1939 осень	"черновик , листы перепутаны ; Т. IV , гл. 8"	февраль 1998 г.	
8/16/2014	docbook			15845		1		of-15845-1		Some reflections on the structure of a woodland qiant. Техника: машинопись 							
7/6/2013	scanned			15845		2		of-15845-2		О людях каменного века... Черновик. Разрозненные листы.  Отрывок текста. Техника: машинопись 							
4/19/2014	docbook			15845		3		of-15845-3		Проблема вида в свете таксономики и  видового  дихроматизма птиц. Статья. Техника: машинопись 							
8/16/2014	docbook			15845		4		of-15845-4		"Окраска птиц в свете объективного анализа (научная  обработка фондовых коллекций). Том VI, глава 19. Статья. Техника: машинопись "							
4/19/2014	docbook			15845		5		of-15845-5		О научно-исследовательских работах ГДМ. Статья. Техника: машинопись 							
7/6/2013	scanned			15845		6		of-15845-6		Величайший биолог - Чарльз Дарвин. Статья. Техника: машинопись 							
7/6/2013	scanned			15845		7		of-15845-7		Ч. Дарвин и его сподвижники. Русские дарвинисты.  Черновик статьи. Техника: машинопись 							
7/6/2013	scanned			15845		8		of-15845-8		Дарвинизм в свете Бекона и Декарта. Статья. 2 экз. Техника: машинопись 							
7/6/2013	scanned			15845		9		of-15845-9		"Фотокопия титульного листа работы ""Проблема вида на  изменчивости тетеревиных птиц"". Техника: фотопечать черно-белая "							
7/6/2013	scanned			15845		10		of-15845-10		Thomas Henry Hukleytothe walf centerary date of his death (29  yi 1895-29 yi 1945). Статья. Техника: машинопись 							
7/6/2013	scanned			15845		11		of-15845-11		Вариации окраски и рисунка оперения с точки зрения  генетики и дарвинизма. Черновик статьи. Техника: машинопись 							
7/6/2013	scanned			15845		12		of-15845-12		"Война, победа и культура. Семь госпитальных выступлений  в годы ВОВ (1941-1945). Техника: машинопись "							
7/6/2013	scanned			15845		13		of-15845-13		Животные и война в историческом обзоре. Статья.  Черновик. 2 экз. Техника: машинопись 							
7/6/2013	scanned			15845		14		of-15845-14		"A Contribution to the origin of specics problem. Some specific  points. Статья и рабочие материалы к ней. Техника: машинопись, рукопись "							
7/6/2013	scanned			15845		15		of-15845-15		Отрывок из работы [Проблема вида...]. лл. с 341 по 380. Техника: машинопись 							
7/6/2013	scanned			15845		16		of-15845-16		Варианты окраски перьев у птиц. Коллекция. Техника: апликация 							
7/6/2013	scanned			15845		17		of-15845-17		"Великие биологи, как самобытные харктеры. Чему нас  могут научить примеры жизни выдающихся ученых? Текст  лекции. Техника: машинопись "							
5/24/2015	docbook			15845		18		of-15845-18		Выступление на диспуте. Оценка диссертации К. Флерова.  Текст. 2 экз. Техника: машинопись 							
7/6/2013	scanned			15845		19		of-15845-19		"Лекция профессора А. Котс для учащихся старших классов  средней школы и студентов ВУЗов, посещающих  Дарвиновский музей. Техника: машинопись "							
7/6/2013	scanned			15845		20		of-15845-20		Вступительная лекция по зоологии и дарвинизму. Текст. Техника: машинопись 							
10/20/2013	scanned			15845		21		of-15845-21		Учение Дарвина в кратчайшем изложении. Текст. Техника: машинопись 							
10/20/2013	scanned			15845		22		of-15845-22		Проблема вида в свете учения о прямом влиянии среды на  изменчивости тетеревиных птиц. Автореферат. Техника: машинопись 							
10/20/2013	scanned			15845		23		of-15845-23		О диких голубях тропического пояса. Текст. 2 экз. Техника: машинопись 							
10/20/2013	scanned			15845		24		of-15845-24		Об изменчивости внутривидового ранга (Цветовые варьеты  и географические расы). Черновик текста. Техника: машинопись 							
10/20/2013	scanned			15845		25		of-15845-25		"Краткая расшифровка названия основной моей работы  ""Проблема вида на изменчивости тетеревиных птиц"",  удостоенной премии МОИП. Текст. Техника: машинопись "							
				15845		26		of-15845-26		Проблема вида на изменчивости тетеревиных птиц. Текст  монографии. Техника: машинопись 							
10/14/2014	scanned			15845		27		of-15845-27		"О выходе книги Ч. Дарвина ""Поисхождение видов"".  Отрывок текста. Техника: машинопись "							
10/14/2014	scanned			15845		28		of-15845-28		"Основные тезисы и обобщения по работе ""Проблема вида  тетеревиных птиц..."" Техника: машинопись "							
				15845		29		of-15845-29		Проблема вида в свете учения о прямом влиянии среды на  изменчивости тетеревиных птиц. Автореферат. Техника: машинопись 							
11/23/2013	scanned			15845		30		of-15845-30		"Описание таблиц с видами оперения тетеревов по  куроперости и петухоперости к работе ""Проблема вида..."" Техника: машинопись "							
1/24/2014	scanned			15845		31		of-15845-31		Цитаты из произведений А. Герцена; J.P. Eckermann; В.  Флоуэра. Техника: машинопись 							
10/20/2013	scanned			15845		32		of-15845-32		Список лекций А. Котса о животных на войне. Техника: машинопись 							
1/24/2014	scanned			15845		33		of-15845-33		"Отрывок текста, посвященного Г. Менделю и его работам. Техника: машинопись "							
1/24/2014	scanned			15845		34		of-15845-34		Список названий лекций для посетителей ГДМ. Техника: машинопись 							
12/14/2013	scanned			15845		35		of-15845-35		О райских птицах. Статья. Техника: машинопись 							
1/24/2014	scanned			15845		36		of-15845-36		"Школьно-учебный формализм (О его симптомах, диагнозах,  профилактике и терапии). Статья. Техника: машинопись "							
